139578,7,aquisition_unlikely,aquisition_likely,,,,
0,0,0,1,64.99,1,67.9,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,298.9,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,300.65,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,141.93,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,139.75,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,66.18,0
0,0,0,1,5.99,1,6.83,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,298.9,0
0,0,0,1,64.99,1,67.78,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,140.81,0
0,0,0,1,64.99,1,66.06,0
1,2,2,1,5.99,2,13.72,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.56,0
0,0,0,1,64.99,1,65.46,0
0,0,0,1,64.99,1,60,0
2,3,4,1,5.99,3,17.97,0
0,0,0,1,64.99,1,142.48,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,67.96,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,2,163.95,0
0,0,0,1,64.99,1,65.16,0
0,0,0,1,64.99,1,140.73,0
1,2,2,1,5.99,2,11.98,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.76,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,146.85,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.78,0
0,0,0,1,64.99,1,67.96,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.36,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,67.96,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,64.73,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
2,2,2,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,60,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,130,0
1,2,3,1,5.99,3,17.97,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.6,0
0,0,0,1,64.99,1,60,0
3,3,3,1,64.99,1,63.3,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.16,0
0,0,0,1,64.99,1,138.78,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,299.6,0
0,0,0,1,64.99,1,146.85,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,64.99,1,64.99,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,1200,0
0,0,0,1,64.99,1,67.96,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,303.1,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,139.43,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,301.07,0
0,0,0,1,64.99,1,140.4,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,65.85,0
0,0,0,1,64.99,1,303.1,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
1,2,2,1,5.99,2,11.98,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.76,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.26,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,66.18,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.5,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,63.3,0
0,0,0,1,64.99,1,303.1,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.9,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.3,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,299.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,303.1,0
0,0,0,1,64.99,1,298.55,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,138.61,0
0,0,0,1,64.99,1,64.8,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.05,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,65.85,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,64.05,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.43,0
0,0,0,1,64.99,1,296.8,0
1,2,3,1,5.99,3,19.23,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,138.45,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,64.99,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,298.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,65.22,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,1200,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,63.94,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,64.05,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,65.52,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,142.35,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.1,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,296.8,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,65.1,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.13,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,65.28,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,140.4,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,63.98,0
1,2,3,1,5.99,3,20.44,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.58,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,66.06,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.65,0
0,0,0,1,64.99,1,1200,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,143,0
0,0,0,1,64.99,1,60,0
2,2,2,1,64.99,1,64.5,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.85,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,66,0
0,0,0,1,64.99,1,299.6,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,65.85,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,2,64.13,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,138.26,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,130,0
2,2,2,1,64.99,1,65.85,0
0,0,0,1,64.99,1,64.26,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,303.1,0
0,0,0,1,64.99,1,138.61,0
0,0,0,1,64.99,1,63.3,0
0,0,0,1,64.99,1,138.61,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.05,0
0,0,0,1,64.99,1,65.4,0
0,0,0,1,64.99,1,63.98,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,138.78,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.05,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,142.09,0
0,0,0,1,64.99,2,146.59,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,1344.48,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,296.8,0
0,0,0,1,64.99,1,148.16,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,64.35,0
1,4,4,1,5.99,2,12.82,0
0,0,0,1,64.99,1,63.3,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,140.94,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.98,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,137.8,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,65.76,0
1,1,1,1,64.99,1,64.99,0
0,0,0,1,64.99,1,141.57,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.2,0
1,2,3,1,5.99,3,19.59,0
0,0,0,1,64.99,1,295.4,0
0,0,0,1,64.99,1,65.22,0
0,0,0,1,64.99,1,63.81,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,138.61,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,64.05,0
0,0,0,1,64.99,1,141.18,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,138.61,0
0,0,0,1,64.99,1,64.13,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.94,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
1,2,3,1,5.99,3,17.97,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,131.3,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,308.98,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,68.38,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,1200,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,67.66,0
0,0,0,1,64.99,1,65.46,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,305.2,0
0,0,0,1,64.99,1,138.78,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
2,2,2,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.96,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.78,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.76,0
0,0,0,1,64.99,1,65.85,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.5,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,130,0
2,2,2,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.34,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,302.54,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,2,64.95,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,143.33,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,137.15,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,65.55,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,68.89,0
0,0,0,1,64.99,1,64.8,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,147.24,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.86,0
0,0,0,1,64.99,1,138.26,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,67.78,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.85,0
0,0,0,1,64.99,1,64.95,0
1,2,3,1,5.99,3,17.97,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,66.24,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.86,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,149.03,0
0,0,0,1,64.99,1,303.1,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,144.43,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,68.62,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,140.47,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,137.8,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
2,2,2,1,64.99,1,63.98,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,304.92,0
0,0,0,1,64.99,1,65.85,0
0,0,0,1,64.99,1,65.28,0
1,1,1,1,64.99,1,73.8,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.85,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,139.43,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,138.61,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,299.25,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,64.86,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.5,0
0,0,0,1,64.99,1,140.89,0
0,0,0,1,64.99,1,63.92,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
1,2,2,1,5.99,2,12.78,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,296.8,0
0,0,0,1,64.99,1,137.8,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.81,0
0,0,0,1,64.99,1,60,0
1,1,1,1,5.99,1,6.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,307.3,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,64.99,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.9,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,64.8,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,143.39,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,303.8,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,63.9,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.2,0
2,2,2,1,64.99,1,65.16,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,130,0
1,2,2,1,5.99,2,11.98,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,138.78,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,141.44,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,300.44,0
0,0,0,1,64.99,1,130,0
2,2,2,1,64.99,1,65.85,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.34,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.8,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,66.6,0
0,0,0,1,64.99,1,66,0
0,0,0,1,64.99,2,64.73,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.98,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.05,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60.6,0
0,0,0,1,64.99,1,296.8,0
0,0,0,1,64.99,1,64.86,0
0,0,0,1,64.99,1,130,0
1,2,2,1,5.99,2,11.98,0
0,0,0,1,64.99,1,63.98,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.7,0
1,1,1,1,64.99,1,64.2,0
0,0,0,2,11.98,1,5.99,1
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,138.61,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,64.5,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,142.68,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,138.78,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,138.61,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.85,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,64.83,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,131.3,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,64.99,1,65.1,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.1,0
1,2,2,1,5.99,2,11.98,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,142.35,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,140.4,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.98,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,2,139.1,0
0,0,0,1,64.99,1,130,0
